review_key,nobel_api_id,laureate_name,candidate_title,candidate_role,classification,technicality_score,classification_confidence,relationship_confidence,relationship_status,warning_flags,reviewer_decision,reviewer_reason,reviewer
33::d298416730e639e323408bba043b6cccfddf81563a480aca006f1552c9c5a3f2::author,33,Arthur H. Compton,X-rays in theory and experiment,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
186::d2617692d4f4fcf7ab6da17d101e956d452b2e294c397876535f011a23d29429::author,186,Arthur Harden,"Andrews, Thomas (DNB01)",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
186::617a4fc0ffdf07601f6f581aee27a9c225b1d9dd2b55f617115b0b1cd6c63e5a::author,186,Arthur Harden,"Newth, Samuel (DNB01)",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
186::5c1460db567ea3be0d4c2db6b34123489bd7700fb790eba245b39a6bcbc1f943::author,186,Arthur Harden,Physiology and national needs,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
186::7d2efc057429052e244dc55e1daea068362715373bd0dd80eb7b991f146c9f26::author,186,Arthur Harden,"Playfair, Lyon (DNB01)",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
186::13a7d85fdd4f9f65b944a24acfb2e8a07921d44d388e2162e5f7493deef4b8ef::author,186,Arthur Harden,"Tate, Alexander Norman (DNB00)",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
186::e2e802f52e517d69091986882b640a02a4022dc18573f6bca5b2ded5fec8db0e::author,186,Arthur Harden,"Tennant, Charles (DNB00)",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
186::f355711d4fb6e8312f7e30fbb466e03c9146212858e360bdfaed38c6fa1bdda9::author,186,Arthur Harden,"Tennant, Smithson (DNB00)",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
186::91e2ddce0eaa27b4420f747e312849684e0575ed4eb8375d11b508e9521bd29d::author,186,Arthur Harden,"Thomson, Thomas (1773-1852) (DNB00)",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
186::7e47253e03cd8a855dee062a8abddecc13936a694ad69d41c0a988cc6434681c::author,186,Arthur Harden,"Tidy, Charles Meymott (DNB00)",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
186::88c96bc7bba671007a71783b670f550538664818352443ba61123a28982abe13::author,186,Arthur Harden,"Turner, Edward (DNB00)",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
119::fb6b5b4a9ce64581f9581466a7113c3a7b8907cc18f088df67ccd866aa18a41f::author,119,Arthur L. Schawlow,Microwave spectroscopy,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
310::60e4c8e10fecbb8e0f1fd7c3e7a6457c68cb1dc18c60df2c55ce41712d62b7bd::author,310,August Krogh,Osmotic regulation in aquatic animals,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
310::f659193f05183a2b5f8ad3e176ed38888f38ef8fd7efa68cc01fac15709735f2::author,310,August Krogh,The comparative physiology of respiratory mechanisms,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
428::b421403cd195a9429d8a2b8564b2cb440a6d71b195812fcab685e9d3e39601a6::author,428,Barbara McClintock,A monograph of the genus Hydrangea,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
789::6599c8b92fc508472a277e00e243f3627077043df8d586bc98d29386c36a98ef::author,789,Barry J. Marshall,Q137103968,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
103::4aad2d951a7f16322e736fecb2773fa9a105766ec4369a5e2d87fffc34f3b1fa::author,103,Ben R. Mottelson,Nuclear Structure,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
933::ae8693e7f1c730e5abaf956dd9efba879a584c45fb996a5c4bc2fb51c8a983da::author,933,Bernard L. Feringa,Q136951082,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
933::15d95d1cfa75971d4372c1488cc593b30de7625d0c79bd984f4bb468990b024d::author,933,Bernard L. Feringa,Q136951118,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
933::c2be55fad91d340eaf7a532979a38b59e0a89ec04ad71e057cc6b82eaf46ea15::author,933,Bernard L. Feringa,Q136951647,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
879::03d7758cd23331050d4baa4a62c2c2f17c0ffdc08fc2ba05996e8e2b92bc69e1::author,879,Brian Kobilka,Q136734374,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
879::ed83b9188b15b1d5c8f80383f4ef5b6f0781b29e9514b13cc2bff1eb1d4ba49d::author,879,Brian Kobilka,Q136791333,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
879::17a9b67fedea86b4e630802ebf13c1cc74ea4056c8eb47ba29ddf60ab1a280f5::author,879,Brian Kobilka,Q136791345,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1015::32e3e0ec670ecef86aacb1b507b992727243f6f3eb0395a59276bcecd237950a::author,1015,Carolyn Bertozzi,Q137102010,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1015::16787f50eaaaf4b315fdd2cee2556179a59b6d09c3d7bc50ac0a0ac5a0985ab2::author,1015,Carolyn Bertozzi,Q137102013,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
55::cfc55580a118ace4082ad7429833d0187fcd5aa2535c5e6699672b50049dd863::author,55,Cecil Powell,Nuclear physics in photographs,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
25::340b895d73ad5e38f5c5eaecd903fed7ec25d50243a1d2597b75c40788905237::author,25,Charles Edouard Guillaume,Q134585706,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
81::fb6b5b4a9ce64581f9581466a7113c3a7b8907cc18f088df67ccd866aa18a41f::author,81,Charles H. Townes,Microwave spectroscopy,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
318::2de0b7219e6e59968e6d17858ceabb275751bd0151f547997fffd4665bf5d7ec::author,318,Charles Nicolle,Q107018908,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::c33838c72aede12eec029db833075e8078c379655b2e13089e91370d65ff775c::editor,307,Charles Richet,Journal de physiologie et de pathologie generale,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::95e5b3374129cba154dd3fd46fbb84b7ede948a83e454b8e66821d14ac18fccc::author,307,Charles Richet,Physiologie;,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::2133da1e450263fa7f660642850808ddf6b01af2551aa4b5a82ab08b7adba8f7::author,307,Charles Richet,Q101084443,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::ddeea369fc340694f84e2d8148626e00acc43140e617c7487ac37c046436117e::author,307,Charles Richet,Q101084445,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::9b2c7f43e49231618cbb68262cee71e4774bcc42a883dec03c9b8927c632002c::author,307,Charles Richet,Q101090074,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::d0d90eeafb3a4a3a0c02d8670280ac23dfc113b59dad04da1ab9dc29962a1dc7::author,307,Charles Richet,Q101090149,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::a8277afd7bc46d6d6b13dc01bf88c5541449743e4451f582b7668d635feb27c1::author,307,Charles Richet,Q101090413,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::37656d7a0826bd1a109653489fe7ae2b8d8d3f8b04a3a6e2aa236e56ab5c67fe::author,307,Charles Richet,Q101090416,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::7fd9768f229b1a3a013aff55c1f12c866c0e02b874563200d930a8b0d5d2efd2::author,307,Charles Richet,Q101090419,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::bbdba487f2a525317b291718e5e0b1d54f5125ed93b387b1a935eba530fe5fb3::author,307,Charles Richet,Q105946778,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::3eb5a25e9ad0765eb2dbdb6d7355962b179cc123210ca97dfb58fbf0954e3869::author,307,Charles Richet,Q108051622,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::83d9180b837534c8d3ef3b7d51ac4124b4489b19fee421f4f49bde6a11c2b82e::author,307,Charles Richet,Q17356634,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::b43f0c1b0846bf85c6d39c750f0df289a3ad02143aa21cb67de732c41e1753b7::author,307,Charles Richet,Q17360870,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::b3bbb1b28e714405fe6c7d2a03678bbd911ba99d32aac0cffce5a065b1c5e2d9::author,307,Charles Richet,Q17360884,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::ecc8eef0a77ff04301e96a9f5e9e97f79aeaad2b5434146ff9fe7a93df944827::author,307,Charles Richet,Q19182938,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::449d0628bc1e5b3da290202011661cc7b9fde31dbfa67e185db85d7b331a2064::author,307,Charles Richet,Q19183674,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::d4db66b5a6892f1557cee26dc36c500006dbcae92e8358c9ccd69ee207aeaeb9::author,307,Charles Richet,Q19189063,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::bd95dfc5fdcbb930e4c3ee16670c3479baaa4eb054fdbdbad17090340df4efae::author,307,Charles Richet,Q19192873,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::92e7b0132f0096776776eb748eaa48c281604e1b436413c0c0025871aff42683::author,307,Charles Richet,Q19198756,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::72fe8f35ad2061beac231946e61ace93f0093e2b50ce1aaedb25a3f9f92e018c::author,307,Charles Richet,Q19210022,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::8b487f1a3e2da5bc9c28eaad06792d77773738254ffa350fc13017f70881e91f::author,307,Charles Richet,Q19210024,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::7344140dbb88e5c7e04f18a3c4d19bd451d1a46778089082c2daf6aafc912f08::author,307,Charles Richet,Q19212535,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::509311538e7c7cdcc45f65642e951d11bab782bea12d39032dceaf06c3a146da::author,307,Charles Richet,Q19216652,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::51ac951e2b858609eb9014d57b57f7f464f1736ba7892c7fdc76f53d60eb7bec::author,307,Charles Richet,Q19237890,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::579d0003df596f6b8b06a1e37f0ff4b7edbe449d0b9fb5d04272e470191fe627::author,307,Charles Richet,Q51465130,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::daa5166220b138207ca881e569e0f1f32bbd04947428423ecdf34802532b0b8d::author,307,Charles Richet,Q51465132,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::7da01ea95203e09c380f53e4215ceb915ac1013f7edfdf33bd7a58e22511c07e::author,307,Charles Richet,Q56161550,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::de56c00c9e1eee473597ab117727849915349fe1d42440a6f0f26119b3a2de54::author,307,Charles Richet,Q62069189,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::369b86d65af4505a71b56ab15985a6483a02f6b18ba376583b5b577a8888119e::author,307,Charles Richet,Q64065873,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
307::5ddc9dd408232f41645824643cfd514671af21c3276aca95be9919cc9979d67d::author,307,Charles Richet,Q64065915,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
241::884671d45af14117412aceeb8db63cc614b0dbe558e4441dea194226b9979d39::author,241,Christian Anfinsen,The molecular basis of evolution / Christian B. Anfinsen. - 1959,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
153::c1a2621906642983097c7b3e5b785b84a37852e70d5abd38a031a02a9a445d5d::author,153,Claude Cohen-Tannoudji,Atom—Photon Interactions: Basic Process and Appilcations,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
153::2b15159ad760ed711f3faee85d5d554ded585e16114a96fa5c96219d7a5b0a7f::author,153,Claude Cohen-Tannoudji,Quantum Mechanics,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::55578ee543d27cb448be3d7e6df520449b8522c4996c3653519f78091de35edd::author,1039,David Baker,Q136794691,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::577b5950e75ce876703eb0f5aa986fb2f80b07af5faeffb865dfc186aa9050db::author,1039,David Baker,Q136794692,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::7556ec55418935831d3e319b7c2a4b15b401853fb00566cc4f991c53c8144150::author,1039,David Baker,Q136794693,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::d428cc91b8eacc2779fa3eafe4867f0c71ea19bcb5415433bbb934f2aecfafb4::author,1039,David Baker,Q136794695,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::5b73e6973dd6075c5da1a2abc832cd1b0ec63cb35b26f8c18b1a0f04abfe0056::author,1039,David Baker,Q136794696,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::440e6578ed67654ba3bdf919cadd1bb34c8713fd40d85fc2e525a3c5adaa9e46::author,1039,David Baker,Q136794699,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::e721c1ade37dc970efbbe1367730eb1db5838209842ef53894127337f2d2d8e6::author,1039,David Baker,Q136794706,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::61ccf599f4db1f9d7ce85fd2cf4cf7a2ac6b46fba708e09b37942a0b9bf55f59::author,1039,David Baker,Q136794707,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::0bb18e6f4368b926221e3b45fda9f0c92135ce674c8c48345931a5f84a6aedfc::author,1039,David Baker,Q136794716,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::91b1525cc40d68e3929ef77e03b0128bc590e8eef97935f065ede0a2ff7777b7::author,1039,David Baker,Q136794721,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::781988cc43456aada61fea0cb4f36ff91c0eec2ebce491196760962bfee5b309::author,1039,David Baker,Q136794724,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::6470f828664e8ebb692aee4e463e289d55393613b7671a6c81a42e0943a8db76::author,1039,David Baker,Q136794726,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::db3b0c0dd8fc5aed213eabfd423acdd67948a08cd0844fb3dccedd1b29671700::author,1039,David Baker,Q136794729,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::f5b4f7647f4def7fdd9408fc2ae97214fcc0462f8f7ab395ad88119aa552947a::author,1039,David Baker,Q136794734,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::b0f9f64a4a1677616e2b7cb1e3390754b5bdef58b4604b138fb8f927bff1d061::author,1039,David Baker,Q136794736,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::25052609d46cf35bebcd393aca6bce7733688b621cc257b9c6cf6d842b4a1f09::author,1039,David Baker,Q136794743,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::5bdc157c70113a92faf2093a847e323d696ac058d6e58f6779911d6c7b3d1f0c::author,1039,David Baker,Q136794746,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::0aa14114e24f3020db7e4d3a141036f34c8aa136876eff6919ad6f797c05d9f1::author,1039,David Baker,Q136794747,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::73fa85405b51ff2e566dcf756d84df7b1a3b238148593f7319e024144fef9e21::author,1039,David Baker,Q136794749,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1039::1661df3771201fdecbb71be8980cf8d9d5efac52e22de27eda8a09e267d77082::author,1039,David Baker,Q136794760,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
